location_id,name,description,web_url,city,rating,img_url1,img_url2,ID
7727313,Overland Vehicle,"Overland tour & vehicle service provide Kathmandu Valley Sightseeing Tour or Kathmandu valley tour mainly proposed to explore the Kathmandu valley that combines natural heritages as well as cultural experiences with outstanding view of mountains and panorama from selected sites of special places including Pashupatinath Temple,Kathmandu Durbar squire, Bouddhanath Stupa and syambhunath Stupa, We are Kathmandu based company and we are specialized in Sightseeing tour, Domestic flight tickets, Hotel Booking, package tour to Pokhara, Chitwan and Lumbini.",https://www.tripadvisor.com/Attraction_Review-g293890-d7727313-Reviews-Overland_Vehicle-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html?m=66827,Kathmandu,5,https://media-cdn.tripadvisor.com/media/photo-o/07/67/81/b4/overland-vehicle-day.jpg,https://media-cdn.tripadvisor.com/media/photo-o/28/f0/c7/8f/bouddhanath-stupa-kathmandu.jpg,15
25775441,Khumbu Excursion,Khumbu Excursion is a trekking and climbing company in nepal made with an intention of providing lifetime experience to you. Making your goals accomplished with the help of our ground breaking guides and climbers who are strongly focused and determined to help you in your journey of achieving the greatness. We hearty welcome you to Khumbu Excursion.,https://www.tripadvisor.com/Attraction_Review-g293890-d25775441-Reviews-Khumbu_Excursion-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html?m=66827,Kathmandu,5,https://media-cdn.tripadvisor.com/media/photo-o/29/1e/eb/59/caption.jpg,https://media-cdn.tripadvisor.com/media/photo-o/29/1e/e7/43/caption.jpg,16
13820267,Allied Adventure Travels and Tours,"Private Day tours, day hikes and adventure sports in Nepal and these day trips are offered by Allied adventure to suite the personal requirements of each and every client. To explore the heritage sites around the cities and enjoy the hiking adventures with panoramic Himalayan views are major attractions of the trip offered by us.",https://www.tripadvisor.com/Attraction_Review-g293890-d13820267-Reviews-Allied_Adventure_Travels_and_Tours-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Centr.html?m=66827,Kathmandu,5,https://media-cdn.tripadvisor.com/media/photo-o/12/52/db/86/getlstd-property-photo.jpg,https://media-cdn.tripadvisor.com/media/photo-o/13/0e/5a/de/annapurna-base-camp-4130.jpg,17
8453580,Epic Adventures - Day Tours,"Epic Adventures is a Nepalese owned and operated adventure company offering adventures to all parts of Nepal, India, Bhutan and Tibet. We differ from other companies in that we specialised in trips to seldom visited places in the Himalaya. Our priority is to take you safely to some of the most beautiful and remote parts of the Himalaya. We pride ourselves on giving back to the local community.",https://www.tripadvisor.com/Attraction_Review-g293890-d8453580-Reviews-Epic_Adventures_Day_Tours-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html?m=66827,Kathmandu,5,https://media-cdn.tripadvisor.com/media/photo-o/09/6b/b2/b0/gokyo-lake-mount-everest.jpg,https://media-cdn.tripadvisor.com/media/photo-o/09/6b/bb/2e/epic-adventures-day-tours.jpg,18
19094797,Samsara Trekking,"Samsara Trekking is an Eco-trekking & tour operator run by a team of ecology conscious Nepal trekking and tour guides who have been promoting responsible Eco-tourism in Nepal since 1996. Samsara Trekking has been offering trekking, birding holidays, cultural heritage tours & mindfulness hiking retreat in Nepal Himalayas. We are specialized in Birds, Wildlife & Buddhist Heritage of Nepal Himalayas!",https://www.tripadvisor.com/Attraction_Review-g293890-d19094797-Reviews-Samsara_Trekking-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html?m=66827,Kathmandu,5,https://media-cdn.tripadvisor.com/media/photo-m/1280/19/76/12/15/caption.jpg,https://media-cdn.tripadvisor.com/media/photo-m/1280/19/78/7a/2d/caption.jpg,19
26600483,Adventure Series Nepal,"Endeavour the greatness of the Himalayas on an exciting trip to Nepal.” Enjoying the countryside to experiencing a spiritual awakening we Adventure Series Nepal help you organize your visit. Adventure Series Nepal is giving best services on Tours in Nepal, Sightseeing hill stations, Helicopter rides, motorbike rides, Mountain expeditions with many other exciting packages.",https://www.tripadvisor.com/Attraction_Review-g293890-d26600483-Reviews-Adventure_Series_Nepal-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html?m=66827,Kathmandu,5,https://media-cdn.tripadvisor.com/media/photo-m/1280/2a/37/4e/30/caption.jpg,https://media-cdn.tripadvisor.com/media/photo-m/1280/2b/37/9e/ba/caption.jpg,20
26369106,Rang Khola Plain (Rangkhola Phaat),4,https://www.tripadvisor.com/Attraction_Review-g15357663-d26369106-Reviews-Rang_Khola_Plain_Rangkhola_Phaat-Putalibazar_Gandaki_Zone_Western_Region.html?m=66827,Putalibazar,5,https://media-cdn.tripadvisor.com/media/photo-o/29/d6/f9/01/caption.jpg,,21
13565362,Mountain Ascend Treks,"Extraordinarily beautiful, Nepal is a home to the mountians that the tourists love to hug that are soaring into the sky and has the footsteps of the world's famous climbers and is famous for trekking, climbing and hiking. And those who love to paddle, find the rapid rivers exceptional. Nepal is the perfect destination for those, who want to see one- horned rhinicerose and the Royal Bengal Tiger.",https://www.tripadvisor.com/Attraction_Review-g293890-d13565362-Reviews-Mountain_Ascend_Treks-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html?m=66827,Kathmandu,5,https://media-cdn.tripadvisor.com/media/photo-o/12/28/50/79/getlstd-property-photo.jpg,https://media-cdn.tripadvisor.com/media/photo-o/23/71/66/80/caption.jpg,22
23602485,Mount Summit Treks,"The premier provider of high altitude Treks, Expeditions and Logistics for adventure tourism in Nepal.
WhatsApp : +9779847372166",https://www.tripadvisor.com/Attraction_Review-g293890-d23602485-Reviews-Mount_Summit_Treks-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html?m=66827,Kathmandu,5,https://media-cdn.tripadvisor.com/media/photo-m/1280/1d/a7/a0/59/caption.jpg,https://media-cdn.tripadvisor.com/media/photo-o/1d/ac/62/1c/caption.jpg,23
2561690,Nepal Mother House Treks & Expedition,"Nepal Mother House is a Nepal base Travel agency; specialize for Trekking, Tour, Hiking and Outdoor Activities such as; Peak Climbing, Expedition, Rafting, Jungle Safari, Tibet and Bhutan Tour by professional Local Guide, porter and other staff.",https://www.tripadvisor.com/Attraction_Review-g293890-d2561690-Reviews-Nepal_Mother_House_Treks_Expedition-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Centr.html?m=66827,Kathmandu,5,https://media-cdn.tripadvisor.com/media/photo-o/04/47/6c/36/nepal-mother-house-private.jpg,https://media-cdn.tripadvisor.com/media/photo-o/04/45/af/9c/ghorepani-poon-hill-trek.jpg,24
19832709,Hoshizora Treks & Tour,"Hoshizora Treks and Tour Pvt. Ltd is one of the leading Trekking and Tour Company based in the heart of the capital at Thamel, Kathmandu. Formed by a team of passionate experts with years of experience in their respective fields, Hoshizora strives to offer our clients the best service for trekking and tour in Nepal.",https://www.tripadvisor.com/Attraction_Review-g293890-d19832709-Reviews-Hoshizora_Treks_Tour-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html?m=66827,Kathmandu,5,https://media-cdn.tripadvisor.com/media/photo-o/1a/96/8b/dc/caption.jpg,https://media-cdn.tripadvisor.com/media/photo-o/1a/96/90/4e/caption.jpg,25
19144702,Sparadise Spa & Salon,"Sparadise invites you to relax and rejuvenate your body, mind and soul by indulging you to the range of luxurious spa treatments and Hair Salon/ Gel Nail Services.",https://www.tripadvisor.com/Attraction_Review-g293890-d19144702-Reviews-Sparadise_Spa_Salon-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html?m=66827,Kathmandu,5,https://media-cdn.tripadvisor.com/media/photo-w/19/9c/35/19/getlstd-property-photo.jpg,,26
6956308,Alpine Explore Nepal - Day Tours,"Welcome to South East Asia Nepal ! We are very pleased to inform you about one of the most wonderful countries of the World. "" Alpine Explore Nepal (p.) Ltd"" will take you from the plains of the Terai (southern Nepal) to the top of the world (mt- Everest). The ""Alpine Explore Neapl (p.) Ltd "" is one of the leading Travel and trekking agencies in Nepal, authorized by and registered under Nepal Government Department of Tourism Nepal. Since quality in service is our motto and customers' satisfaction is our goal. We have carried out extensive research in the area of Traveling and Touring, Trekking & Expeditions, as well as in Wild life & Bird life nature tours in Asian Indian subcontinent. We can assure you, that after touring and Trekking with us, you will have good memories of a unique combination of Nature and cultures, warm welcomes and hospitality of the people of Nepal, exceptional beauties of nature and simple lifestyle of the people of remote areas.",https://www.tripadvisor.com/Attraction_Review-g293890-d6956308-Reviews-Alpine_Explore_Nepal_Day_Tours-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Re.html?m=66827,Kathmandu,5,https://media-cdn.tripadvisor.com/media/photo-o/06/72/31/bd/alpine-explore-nepal.jpg,https://media-cdn.tripadvisor.com/media/photo-o/06/63/90/e7/alpine-explore-nepal.jpg,27
19459596,EE Treks and Expeditions pvt ltd,"Travelling with us is the very best way to get up-close and personal with your planet in a way you’d never manage on your own. And when you travel with us, you support local communities and help make the world a little bit better for everyone.",https://www.tripadvisor.com/Attraction_Review-g293890-d19459596-Reviews-EE_Treks_and_Expeditions_pvt_ltd-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central.html?m=66827,Kathmandu,4,https://media-cdn.tripadvisor.com/media/photo-o/1a/14/d8/aa/caption.jpg,,28
7253362,Kundalini Sound & Herbal Therapy,"Situated in the Heart of Thamel we are offering a very unique experience of Nepal - Therapy with the Sound of the Singing Bowls. The Power of Sound will work on a 3 dimensional basis : physical, emotional and spiritual. Regarding your needs at this very moment, sound will help you to harmonize your energy and relax your mind. Our experimented healers are also giving teachings on how to heal yourself with one singing bowl and we also offer a certified course to become a healer.",https://www.tripadvisor.com/Attraction_Review-g293890-d7253362-Reviews-Kundalini_Sound_Herbal_Therapy-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Re.html?m=66827,Kathmandu,4.5,https://media-cdn.tripadvisor.com/media/photo-o/07/28/15/f1/kundalini-sound-herbal.jpg,https://media-cdn.tripadvisor.com/media/photo-o/07/2b/53/95/kundalini-sound-herbal.jpg,29
24058393,Himalayan Tahr Treks,"Our home, the Nubri-Tsum Valley along the Manaslu Circuit, is unlike anywhere else in Nepal. With our local guides, trek to little known places of beauty and sanctity, immerse in the local culture and traditions, and visit the Serang Monastery & School. We are a team of locals dedicated to empowering the local Nubri-Tsum community through creating opportunities and engaging in philanthropy.",https://www.tripadvisor.com/Attraction_Review-g293890-d24058393-Reviews-Himalayan_Tahr_Treks-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html?m=66827,Kathmandu,5,https://media-cdn.tripadvisor.com/media/photo-m/1280/23/60/75/93/caption.jpg,https://media-cdn.tripadvisor.com/media/photo-m/1280/23/60/76/39/caption.jpg,30
24105527,Manaslu Circuit Treks Pvt. Ltd.,"Trek for All Manaslu Circuit Treks (MCT), a trekking agency based in Nepal offers the best tailored and exclusive tours and treks to Manaslu region. MCT undertakes mountaineering and adventurous activities in Manaslu region, highly focused on safety and quality.",https://www.tripadvisor.com/Attraction_Review-g293890-d24105527-Reviews-Manaslu_Circuit_Treks_Pvt_Ltd-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Re.html?m=66827,Kathmandu,3,https://media-cdn.tripadvisor.com/media/photo-o/23/b7/70/a0/caption.jpg,https://media-cdn.tripadvisor.com/media/photo-m/1280/23/eb/97/e1/this-image-table-while.jpg,31
13566688,Adventure Himalaya Nepal,"Nameste and Welcome to Nepal. We would like to introduce that we are Local Tours and trekking Company In Nepal.Adventure Himalaya Nepal is run by experienced tourism entrepreneurs of Nepal. Established in 2017 and registered legally under the Government of Nepal, we are providing various travels and tours related services to our clients with the assured safety and exciting experience Since 1998.",https://www.tripadvisor.com/Attraction_Review-g293890-d13566688-Reviews-Adventure_Himalaya_Nepal-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html?m=66827,Kathmandu,5,https://media-cdn.tripadvisor.com/media/photo-o/12/36/6e/c1/hiking-up-kyanjin-ri.jpg,https://media-cdn.tripadvisor.com/media/photo-w/2b/09/61/61/caption.jpg,32
7004474,Mountain Tiger Nepal,"Mountain Tiger Nepal has been organizing private day tours along the adventure travel holidays in Himalayan region across Tibet, Bhutan, Sikkim and especially in Nepal. Being the government registered company along the team of experienced professionals; we always strive towards to provide the best possible services.",https://www.tripadvisor.com/Attraction_Review-g293890-d7004474-Reviews-Mountain_Tiger_Nepal-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html?m=66827,Kathmandu,5,https://media-cdn.tripadvisor.com/media/photo-m/1280/1a/73/1a/36/mountain-tiger-nepal.jpg,https://media-cdn.tripadvisor.com/media/photo-m/1280/2b/81/8a/40/abc-trek-glimpses-3.jpg,33
12514459,Yellow Swissa Treks & Raging River Runner,We provide all adventure inside nepal along with all tourism related services.,https://www.tripadvisor.com/Attraction_Review-g293890-d12514459-Reviews-Yellow_Swissa_Treks_Raging_River_Runner-Kathmandu_Kathmandu_Valley_Bagmati_Zone_.html?m=66827,Kathmandu,5,https://media-cdn.tripadvisor.com/media/photo-o/0f/a0/09/cb/king-you-need-to-be-in.jpg,,34
5412829,Asian Mystery Treks - Private Day Tours,"Asian Mystery Treks is will provide excellent tour and trekkin service. All our staff members have intense knowledge in holiday travel with more than a decade of experience in mountain adventure. Whether you’re looking for a day tour, adventure tour and trekking or family tour, prefer to travel in a group or privately, we bring you every kind of holiday trip that suits you.",https://www.tripadvisor.com/Attraction_Review-g293890-d5412829-Reviews-Asian_Mystery_Treks_Private_Day_Tours-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Cen.html?m=66827,Kathmandu,5,https://media-cdn.tripadvisor.com/media/photo-o/05/18/06/1c/asian-mystery-treks-private.jpg,https://media-cdn.tripadvisor.com/media/photo-o/10/e2/7a/12/asian-mystery-treks-private.jpg,35
6211856,Destination Nepal Tours and Travels - Private Day Tours,"The agency has a full-fledged operation handling personalized trekking, special interest tours, ticketing, safaris, white water rafting, cultural tours and incentives, meetings, and convention events. We also specialize in tours to Bhutan and Tibet and have started an outbound operation from the beginning of the establishment with tours to Europe, India, and China.",https://www.tripadvisor.com/Attraction_Review-g293890-d6211856-Reviews-Destination_Nepal_Tours_and_Travels_Private_Day_Tours-Kathmandu_Kathmandu_Valley_.html?m=66827,Kathmandu,5,https://media-cdn.tripadvisor.com/media/photo-o/26/d3/16/62/dntt.jpg,https://media-cdn.tripadvisor.com/media/photo-o/05/61/82/b9/destination-nepal-tours.jpg,36
7907590,Chamling Cycle Pvt. Ltd.,"Chamling mountain bike is located in the heart of Pokhara, running a successful business for more than 15 years. Chamling mountain bike is not just another ordinary cycle shop; it is started with an objective to encourage the young riders to make their career in the mountain biking field as well.",https://www.tripadvisor.com/Attraction_Review-g293891-d7907590-Reviews-Chamling_Cycle_Pvt_Ltd-Pokhara_Gandaki_Zone_Western_Region.html?m=66827,Pokhara,5,https://media-cdn.tripadvisor.com/media/photo-o/12/20/22/3b/lower-mustang-bike-tour.jpg,https://media-cdn.tripadvisor.com/media/photo-o/07/a2/07/d8/chamling-cycle-shop-day.jpg,37
17714305,Mountain Routes,"Mountain routes is an adventure trekking operator specializing in inspirational tours, treks and expedition to Nepal. Our agency is fully committed to providing a quality service at an affordable price. Explore the dramatic landscape of Nepal, discover traditional villages nestling in the foothills of the Himalayas, feel the aura and majesty of Everest and experience the warmth of the people.",https://www.tripadvisor.com/Attraction_Review-g293890-d17714305-Reviews-Mountain_Routes-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html?m=66827,Kathmandu,5,https://media-cdn.tripadvisor.com/media/photo-o/18/3a/c9/ef/caption.jpg,https://media-cdn.tripadvisor.com/media/photo-w/2b/8c/19/6e/caption.jpg,38
26307563,The Yellow Stone Adventure,"Experience Nepal's magic with The Yellow Stone Adventure! Discover unforgettable trekking, tours, and expeditions. From iconic Everest Base Camp treks to ancient temple explorations, our expert guides ensure thrilling adventures. Contact us now to plan your dream adventure and unlock the wonders of this enchanting country.",https://www.tripadvisor.com/Attraction_Review-g293890-d26307563-Reviews-The_Yellow_Stone_Adventure-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Regio.html?m=66827,Kathmandu,5,https://media-cdn.tripadvisor.com/media/photo-o/29/9b/0a/de/caption.jpg,https://media-cdn.tripadvisor.com/media/photo-m/1280/29/9b/0b/3a/caption.jpg,39
14954961,Pressure Points Spa,"Pressure Points Spa is a simple spa in lakeside, Pokhara. We have professionally trained massage therapists providing massage services in clean spacious rooms. Some of our rooms have attached bathrooms for post massage shower. We have air conditioned rooms as well.",https://www.tripadvisor.com/Attraction_Review-g293891-d14954961-Reviews-Pressure_Points_Spa-Pokhara_Gandaki_Zone_Western_Region.html?m=66827,Pokhara,5,https://media-cdn.tripadvisor.com/media/photo-m/1280/13/e3/4b/e6/getlstd-property-photo.jpg,https://media-cdn.tripadvisor.com/media/photo-m/1280/13/ee/90/47/reception.jpg,40
12527006,JRN Treks and Expeditions Pvt Ltd,"JRN Treks and Expeditions Pvt Ltd is the first social business team in Nepal,s tourism industry. We organize trekking, tour, hiking, expeditions and other adventure activities in Nepal. Our aim is to make a positive change in Nepal so that whatever trip and profit we get we share that profit with our staffs, an orphanage and other social work in Nepal",https://www.tripadvisor.com/Attraction_Review-g293890-d12527006-Reviews-JRN_Treks_and_Expeditions_Pvt_Ltd-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Centra.html?m=66827,Kathmandu,5,https://media-cdn.tripadvisor.com/media/photo-o/0f/81/74/d0/getlstd-property-photo.jpg,https://media-cdn.tripadvisor.com/media/photo-w/2b/07/e8/5e/caption.jpg,41
15030505,Adventure White Mountain,"Adventure White Mountain is an adventure based travel company in Nepal. It has been providing its services in the tourism sector for more than a decade. Its popular trek includes Everest Base Camp Trekking, Annapurna Base Camp, Poonhill Trek. Our primary aim is to provide an array of choices to travel while having fun and take you to some of the most striking and thrilling destinations of Nepal without compromising your circle of safety.",https://www.tripadvisor.com/Attraction_Review-g293890-d15030505-Reviews-Adventure_White_Mountain-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html?m=66827,Kathmandu,5,https://media-cdn.tripadvisor.com/media/photo-m/1280/2b/5b/03/f8/helicopter-landing-at.jpg,https://media-cdn.tripadvisor.com/media/photo-o/28/68/57/58/helicopter-landing-at.jpg,42
25000696,Nirvana Singing Bowls Pokhara,4,https://www.tripadvisor.com/Attraction_Review-g293891-d25000696-Reviews-Nirvana_Singing_Bowls_Pokhara-Pokhara_Gandaki_Zone_Western_Region.html?m=66827,Pokhara,5,https://media-cdn.tripadvisor.com/media/photo-m/1280/26/7e/d6/6d/caption.jpg,https://media-cdn.tripadvisor.com/media/photo-w/29/a2/7a/c0/caption.jpg,43
